job_title,soft_skills,technical_skills
Senior Inspector,"['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
Senior Investigative Attorney,"['subsequent', 'active', 'relevant', 'full', 'legal', 'minimum']",[]
Senior Investment Analyst- Private Equity,"['degree', 'related', 'responsible', 'firm', 'professional', 'public']",[]
Senior Investment Officer- Public Equity,"['financial', 'accredited', 'public', 'responsible', 'related', 'private']",[]
Senior Landscape Architect,"['architectural', 'full', 'valid', 'current', 'january', 'national']",[]
"Senior Manager, Application Development & Configuration","['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
"Senior Manager, Network Architecture and Engineering","['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
Senior Modeler,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Network Engineer,"['full', 'local', 'professional', 'educational', 'substituted', 'update']",[]
Senior Operations Research Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Police Administrative Aide,"['eligible', 'preferred', 'name', 'probationary', 'appear', 'examination']",[]
Senior Policy Advisor,"['public', 'administrative', 'english', 'consultative', 'graduate', 'equivalent']",[]
Senior Policy Analyst,"['statistic', 'full', 'baccalaureate', 'equivalent', 'professional', 'social']","['analysis', 'data', 'programming']"
"Senior Policy and Research Analyst, Cannabis NYC","['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
Senior Port Engineer,"['managerial', 'administrative', 'high', 'valid', 'large', 'educational']",[]
Senior Procurement Manager for the Division of HPD Tech,"['managerial', 'professional', 'administrative', 'procurement', 'supervisory', 'full']",[]
Senior Program Coordinator for Capital Contracts,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Senior Program Manager,"['full', 'equivalent', 'administrative', 'technical', 'educational', 'high']",[]
"Senior Program Manager, Groceries to Go","['assignment', 'full', 'professional', 'iii', 'individual', 'minimum']",[]
"Senior Program Manager, Innovative Technologies","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Project Manager,"['architectural', 'degree', 'equivalent', 'additional', 'full', 'architect']",[]
"Senior Project Manager, Federally Assisted Portfolio Preservation Programs for the Division of Preservation Finance","['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
"Senior Project Manager, Moderate Rehabilitation and Stabilization Loan Programs for the Division of Preservation Finance","['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
"Senior Project Manager, Technical Services","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Project Manager: Multi-Family New Construction (MFNC) Program for the Division of New Construction Finance,"['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
Senior Prosecuting Attorney,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Senior Public Health Inspector,"['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
Senior Public Health Sanitarian,"['physical', 'biological', 'full', 'environmental', 'public', 'sanitarian']",[]
"Senior Qualitative Researcher, Bureau of Hepatitis, HIV, and STI","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Rackets Investigator,"['investigative', 'full', 'high', 'engagement', 'english', 'epidemiological']",[]
Senior Scheduling Manager,"['managerial', 'administrative', 'high', 'valid', 'large', 'educational']",[]
Senior Social Worker,"['social', 'psychiatric', 'education', 'public', 'administrative', 'evidenced']",[]
Senior Software Developer,"['major', 'equivalent', 'full', 'complex', 'specialized', 'high']","['database', 'data', 'analysis', 'programming', 'software']"
Senior Staff Counsel,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Senior Staff Engineer- General/Building,"['mechanical', 'valid', 'administrative', 'environmental', 'civil', 'chemical']",[]
Senior Staff Engineer- Mechanical,"['mechanical', 'valid', 'administrative', 'environmental', 'civil', 'chemical']",[]
Senior Stationary Engineer C,"['high', 'stationary', 'issued', 'valid', 'full', 'elementary']",[]
Senior Stationary Engineer Electric,"['full', 'supervisory', 'electrical', 'high', 'last', 'volt']",[]
Senior Strategy Coordinator,"['full', 'social', 'correctional', 'administrative', 'consultative', 'public']",[]
Senior Supervising Attorney â Adjudications and ARTS,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Senior Systems Analyst,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Senior Timekeeper,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Senior Training Coordinator,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Senior Transit Planner,"['full', 'requirement', 'additional', 'study', 'urban', 'equivalent']",[]
Senior Transportation Specialist â School Safety,"['full', 'requirement', 'additional', 'study', 'urban', 'equivalent']",[]
Senior WebSphere Administrator,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
Senior Windows Administrator - IT Division,"['full', 'local', 'professional', 'educational', 'substituted', 'update']",[]
Senior Wireless Support Specialist,"['optic', 'electronic', 'cellular', 'physic', 'high', 'operational']",['analysis']
Senior Writer,"['related', 'public', 'professional', 'economic', 'legal', 'administrative']",['analysis']
Senior/Lead .Net Developer,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
Settlement Officer,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Sharepoint/Azure Developer,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
Sheriff Counsel,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Silver Stars - ADMINISTRATIVE ASSISTANT,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Silver Stars - Communications Coordinator,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Silver Stars - Educational Outreach Coordinator,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Silver Stars NeON Sport Team Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Silver Stars Procurement Analyst,"['professional', 'equivalent', 'full', 'iii', 'procurement', 'minimum']",[]
Site Administrator Supervisor,"['related', 'full', 'baccalaureate', 'equivalent', 'enrolled', 'enhancement']",[]
"Site Supervisor, Bureau of Equitable Health Systems","['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
"Social Media Community Engagement Coordinator, Bureau of Communications","['public', 'advertising', 'assignment', 'degree', 'full', 'baccalaureate']",[]
"Social Media Marketing Manager, Bureau of Communications","['public', 'advertising', 'assignment', 'degree', 'full', 'baccalaureate']",[]
"Social Services Manager, Bureau of Hepatitis, HIV, and STI","['social', 'psychiatric', 'education', 'public', 'administrative', 'evidenced']",[]
Social Worker,"['social', 'psychiatric', 'education', 'public', 'administrative', 'evidenced']",[]
"Social Worker, Bureau of Public Health Clinics","['license', 'social', 'lcsw', 'terminated', 'authorized', 'duration']",[]
Software Applications Specialist,"['related', 'full', 'baccalaureate', 'equivalent', 'enrolled', 'enhancement']",[]
Software Developer,"['full', 'equivalent', 'high', 'educational', 'technical', 'emotional']","['database', 'data', 'analysis', 'programming', 'software']"
Software License Analyst,"['related', 'full', 'baccalaureate', 'equivalent', 'enrolled', 'enhancement']",[]
"Solicitation Specifications/Writer, Office of the Agency Chief Contracting Officer","['managerial', 'professional', 'administrative', 'procurement', 'supervisory', 'full']",[]
"Solicitation/Specifications Writer, Office of the Agency Chief Contracting Officer","['managerial', 'professional', 'administrative', 'procurement', 'supervisory', 'full']",[]
Solution Architect,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
Solution Architect CAD,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
Space Analyst,"['full', 'regional', 'national', 'educational', 'chea', 'high']",[]
"Special Advisor to the Director, Neighborhood Development Areas (NDA) Initiative","['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
Special Assistant to Detention,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Special Assistant to the CFO,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"Special Assistant, Administration Office","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Special Education Hearing Officer,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Special Investigator,"['criminal', 'supervisory', 'administrative', 'full', 'high', 'united']",[]
Special Officer,"['diploma', 'individual', 'incumbent', 'criminal', 'educational', 'high']",[]
Special Projects Coordinator,"['administrative', 'equivalent', 'supervisory', 'high', 'responsible', 'baccalaureate']",[]
"Special Projects Manager, Bureau of Healthcare and Community Readiness","['public', 'professional', 'full', 'related', 'degree', 'mental']",[]
Special Projects Team Member,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Sr. Personnel Analyst,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Sr. Procurement Coordinator,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'equivalent']",[]
Staff Analyst,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
"Staff Analyst 1 for LHD - Budget, Personnel & Statistics","['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Staff Analyst I - Family Court,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Staff Analyst II,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Staff Analyst Level 2,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Staff Analyst Trainee - Litigation Support,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Staff Attorney,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Staff Attorney Interne,"['accredited', 'appeal', 'endorsement', 'engagement', 'english', 'environmental']",[]
Staff Auditor,"['public', 'internal', 'financial', 'valid', 'regional', 'professional']",[]
Staff Counsel,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Staff Nurse (Part-Time),"['nurse', 'valid', 'enrolled', 'enhancement', 'english', 'environmental']",[]
Staff Physician,"['valid', 'degree', 'individual', 'related', 'american', 'mental']",[]
Staff Physician  (Part-Time),"['valid', 'degree', 'individual', 'related', 'american', 'mental']",[]
Staff Writer,"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
Staffing & Certification Generalist,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Standards Specialist,"['full', 'social', 'inmate', 'public', 'equivalent', 'correctional']",[]
Stationary Engineer,"['pressure', 'high', 'valid', 'epidemic', 'equal', 'epidemiological']",[]
Stationary Engineer (Electric),"['electrical', 'full', 'mechanical', 'civil', 'high', 'environmental']",[]
Stationary Engineer (Steam),"['pressure', 'high', 'valid', 'epidemic', 'equal', 'epidemiological']",[]
Statistical Process Control (SPC) Supervisor,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Steam Fitter,"['full', 'fitter', 'sufficient', 'vocational', 'relevant', 'valid']",[]
Stenographer,"['special', 'equivalent', 'incumbent', 'high', 'educational', 'eligible']",[]
Step 3 Review Officer,"['american', 'enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
Stockroom Clerk,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Storehouse Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Stormwater Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Stormwater Construction Permit Engineer,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
Stormwater Resiliency,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Stormwater Resiliency Design Manager,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
"Strategy and Outreach Associate, Cannabis NYC","['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
Street Homeless Solutions Data Analyst,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Structural Engineer,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
Student Legal Specialist,"['current', 'enhancement', 'english', 'engagement', 'environmental', 'epidemic']",[]
Summons & Permitting Support Staff,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Supervising Analyst,"['managerial', 'administrative', 'criminal', 'major', 'baccalaureate', 'full']",[]
Supervising Analyst   INTERFUND AGREEMENTS,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Supervising Analyst  OTI,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Supervising Analyst / Unit Head  INTERGOVERNMENTAL RELATIONS,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Supervising Analyst / Unit Head  Labor Contract Analysis,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
